SLIM+SIG2,11dff664-fa9f-11ef-9dd4-268545ec8968,ppb,74,0,40.88839340209961,0.07935714721679688,1340.0,43.040855407714844,15,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,0,40.88839340209961,0.0821390151977539,1340.0,43.040855407714844,15,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,1,40.52317810058594,0.0286710262298584,1204.0,42.67012023925781,26,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,2,40.396053314208984,0.03045797348022461,1367.0,42.539764404296875,37,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,3,40.396053314208984,0.02600717544555664,1552.0,42.539764404296875,37,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,4,40.38584899902344,0.030666828155517578,2075.0,42.542320251464844,39,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,5,39.946937561035156,0.029375076293945312,2769.0,42.11371994018555,59,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,6,39.857662200927734,0.029932022094726562,3259.0,41.96892547607422,48,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,7,39.680484771728516,0.03322601318359375,3837.0,41.789127349853516,59,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,8,39.67671585083008,0.025075912475585938,4412.0,41.78912353515625,70,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,9,39.37611770629883,0.033223867416381836,5538.0,41.46214294433594,70,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,10,39.37611770629883,0.02843499183654785,6336.0,41.46214294433594,70,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,11,39.37611770629883,0.027930021286010742,7172.0,41.46214294433594,70,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,12,39.164302825927734,0.025056123733520508,7596.0,41.238739013671875,70,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,13,39.08243179321289,0.031110763549804688,7784.0,41.154685974121094,81,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,14,39.08243179321289,0.02890491485595703,7649.0,41.154685974121094,81,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,15,38.623313903808594,0.030695199966430664,8046.0,40.67532730102539,94,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,16,38.623313903808594,0.02672410011291504,8568.0,40.67532730102539,94,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,17,38.3916015625,0.030241012573242188,8939.0,40.425384521484375,116,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,18,38.3916015625,0.03187298774719238,9715.0,40.425384521484375,116,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,19,38.23194885253906,0.031167984008789062,10964.0,40.20638656616211,127,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,20,38.09840393066406,0.030998945236206055,11830.0,40.12101745605469,127,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,21,38.05470275878906,0.030993938446044922,12424.0,40.04935073852539,149,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,22,37.66475296020508,0.031661033630371094,12745.0,39.63970947265625,160,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,23,37.558841705322266,0.030080080032348633,12861.0,39.52096939086914,171,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,24,37.166934967041016,0.03180503845214844,13397.0,39.106693267822266,182,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,25,36.71957015991211,0.03249406814575195,14294.0,38.67057418823242,193,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,26,36.71957015991211,0.03528881072998047,15672.0,38.67057418823242,193,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,27,36.71957015991211,0.027977943420410156,16391.0,38.67057418823242,193,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,28,36.67458724975586,0.030224084854125977,17315.0,38.559226989746094,193,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,29,36.57363510131836,0.03511238098144531,18183.0,38.51722717285156,204,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,30,36.558197021484375,0.032370805740356445,18736.0,38.501522064208984,215,1
SLIM+SIG2,243295b0-fa9f-11ef-8959-268545ec8968,ppb,74,31,36.444950103759766,0.03212904930114746,19124.0,38.337867736816406,226,1
